1,Respondent,MainBranch,Country,DatabaseWorkedWith,DevType,LanguageWorkedWith,NEWCollabToolsWorkedWith,OpSys,PlatformWorkedWith,UndergradMajor
2200,30547,I am a developer by profession,India,MongoDB;MySQL;SQLite,"Designer;Developer, back-end;Developer, front-end",HTML/CSS;JavaScript;PHP;SQL;TypeScript,Github;Slack;Trello,Linux-based,Linux;Windows,"Computer science, computer engineering, or software engineering"
2201,30549,I am a developer by profession,India,Firebase;MongoDB;MySQL;SQLite,"Developer, mobile",Dart;Java,Github;Gitlab,Windows,Android;iOS,"Computer science, computer engineering, or software engineering"
2202,30550,I am a developer by profession,India,MongoDB,"Developer, full-stack",C;C++;HTML/CSS;JavaScript;TypeScript,Github;Slack,Linux-based,AWS;Linux,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2203,30553,I am a developer by profession,India,Firebase;MySQL;PostgreSQL,"Developer, full-stack;Developer, mobile;DevOps specialist;Engineering manager",Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL;TypeScript,"Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Linux-based,AWS;Docker;Linux;Windows;WordPress,"Information systems, information technology, or system administration"
2204,30557,I am a developer by profession,India,MongoDB,"Developer, back-end;Developer, front-end;Developer, full-stack",HTML/CSS;JavaScript;TypeScript,Jira;Github;Slack;Microsoft Teams;Stack Overflow for Teams,MacOS,Docker;MacOS,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2205,30558,I am a developer by profession,India,Cassandra;Microsoft SQL Server;MySQL;Redis,"Developer, back-end;Developer, full-stack",Bash/Shell/PowerShell;C;C#;C++;HTML/CSS;Java;JavaScript;Scala,"Confluence;Jira;Github;Microsoft Teams;Google Suite (Docs, Meet, etc)",MacOS,Docker;Kubernetes;Linux;MacOS,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2206,30573,I am a developer by profession,India,Couchbase;MariaDB;PostgreSQL;Redis,"Data or business analyst;Data scientist or machine learning specialist;Developer, back-end",HTML/CSS;JavaScript;Python;SQL,Github;Gitlab;Slack,Linux-based,Google Cloud Platform;IBM Cloud or Watson,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2207,30576,I am a developer by profession,India,MySQL;PostgreSQL;Redis,"Developer, back-end;Developer, front-end;Developer, full-stack;Engineer, data",JavaScript;Python,"Confluence;Jira;Github;Slack;Trello;Google Suite (Docs, Meet, etc)",MacOS,Docker;Linux;MacOS;Slack Apps and Integrations,"Computer science, computer engineering, or software engineering"
2208,30578,I am a developer by profession,India,Microsoft SQL Server,"Data or business analyst;Designer;Developer, back-end;Developer, front-end;Developer, full-stack;Engineer, data",C#;HTML/CSS;JavaScript;SQL;TypeScript,Microsoft Teams;Microsoft Azure,Windows,Microsoft Azure;Windows,"Computer science, computer engineering, or software engineering"
2209,30580,I am a developer by profession,India,Microsoft SQL Server;PostgreSQL;SQLite,Data or business analyst;Data scientist or machine learning specialist,Python;R;SQL,Github;Microsoft Teams,Windows,Windows,Mathematics or statistics
2210,30586,I am a developer by profession,India,IBM DB2;Microsoft SQL Server;PostgreSQL;Redis,"Developer, full-stack",Bash/Shell/PowerShell;HTML/CSS;JavaScript;Python;SQL,Confluence;Jira;Slack,Linux-based,MacOS,"Computer science, computer engineering, or software engineering"
2211,30587,"I used to be a developer by profession, but no longer am",India,MongoDB,"Developer, front-end",C++;HTML/CSS;JavaScript;TypeScript,"Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Linux-based,Kubernetes;Linux,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2212,30591,I am a developer by profession,India,Microsoft SQL Server;MongoDB;MySQL;Oracle;Redis;SQLite,"Developer, full-stack",C#;HTML/CSS;JavaScript;R;SQL;TypeScript,"Github;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc)",Windows,Windows,"Computer science, computer engineering, or software engineering"
2213,30592,I am a developer by profession,India,Elasticsearch;Firebase;Microsoft SQL Server;MongoDB;MySQL;PostgreSQL;SQLite,"Designer;Developer, front-end;Developer, mobile",Dart;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Trello;Google Suite (Docs, Meet, etc)",Windows,Android;Docker;Google Cloud Platform;Heroku;Kubernetes;Linux,"Computer science, computer engineering, or software engineering"
2214,30593,I am a developer by profession,India,MongoDB;MySQL;Oracle,"Developer, back-end",C;C++;HTML/CSS;Java;JavaScript;SQL,Jira,Windows,Android;Windows,"Computer science, computer engineering, or software engineering"
2215,30597,I code primarily as a hobby,India,MySQL;Oracle,"Developer, QA or test",C;C++;HTML/CSS;Java;PHP;SQL,"Confluence;Jira;Github;Gitlab;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",Windows,Android,"Computer science, computer engineering, or software engineering"
2216,30599,I am a developer by profession,India,Firebase,"Developer, mobile",C;C++;Objective-C;Swift,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",MacOS,iOS,"Computer science, computer engineering, or software engineering"
2217,30606,I am a developer by profession,India,Firebase;MySQL;SQLite,"Database administrator;Developer, full-stack;Developer, mobile;Educator",HTML/CSS;Java;JavaScript;Kotlin;PHP;Python;SQL,Github;Gitlab;Slack;Trello,Windows,Android;AWS;Google Cloud Platform;WordPress,"Computer science, computer engineering, or software engineering"
2218,30613,I am a developer by profession,India,IBM DB2;MySQL;Oracle,"Developer, back-end;Developer, desktop or enterprise applications",Java,Jira,Linux-based,Linux,"Computer science, computer engineering, or software engineering"
2219,30617,I am a developer by profession,India,MongoDB;MySQL,"Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, mobile",C;C#;C++;HTML/CSS;Java;JavaScript;Objective-C;SQL,Jira;Github;Slack,MacOS,Android;iOS;MacOS;Windows,"Computer science, computer engineering, or software engineering"
2220,30619,I am a developer by profession,India,MongoDB;PostgreSQL,"Data or business analyst;Data scientist or machine learning specialist;Developer, desktop or enterprise applications;Developer, full-stack",C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Github;Slack;Microsoft Teams;Trello,Windows,Android;Heroku;Linux,"Computer science, computer engineering, or software engineering"
2221,30620,I am a developer by profession,India,Microsoft SQL Server,"Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test",C;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Jira;Github,Windows,Android,Web development or web design
2222,30624,I am a developer by profession,India,Firebase;SQLite,"Developer, mobile",C#;Objective-C;Swift,Jira;Github;Slack,MacOS,iOS;MacOS,"Computer science, computer engineering, or software engineering"
2223,30627,I am a developer by profession,India,DynamoDB;Firebase;Microsoft SQL Server;MongoDB;PostgreSQL,"Data scientist or machine learning specialist;Developer, full-stack;DevOps specialist",C#;HTML/CSS;JavaScript;Python;SQL;TypeScript;VBA,Jira;Github;Gitlab;Slack,Windows,AWS;Windows,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2224,30628,I am a developer by profession,India,Elasticsearch;Firebase;MySQL;SQLite,"Developer, full-stack",HTML/CSS;Java;Python;SQL,Github;Gitlab,Linux-based,Android;Docker;Kubernetes;Linux,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2225,30630,I am a developer by profession,India,MySQL;PostgreSQL;SQLite,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, QA or test",JavaScript;Ruby;SQL,"Github;Gitlab;Facebook Workplace;Google Suite (Docs, Meet, etc)",MacOS,Heroku;Kubernetes;WordPress,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2226,30631,I am a developer by profession,India,MariaDB;MySQL,"Database administrator;Designer;Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test;Educator",Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;SQL,Github;Gitlab;Slack,Linux-based,iOS;Linux;MacOS;Windows,"Computer science, computer engineering, or software engineering"
2227,30635,I am a developer by profession,India,Firebase;MariaDB;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;Redis;SQLite,"Academic researcher;Database administrator;Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile",Bash/Shell/PowerShell;C#;C++;HTML/CSS;Java;JavaScript;PHP;Python;SQL;Swift;TypeScript;VBA,"Jira;Github;Slack;Microsoft Azure;Google Suite (Docs, Meet, etc)",Windows,Android;Arduino;AWS;Google Cloud Platform;Linux;Microsoft Azure;Windows;WordPress,"Computer science, computer engineering, or software engineering"
2228,30658,I am a developer by profession,India,MySQL;Oracle;PostgreSQL;Redis,"Developer, full-stack",HTML/CSS;JavaScript;Python;SQL,"Gitlab;Slack;Google Suite (Docs, Meet, etc)",Linux-based,Linux,"Computer science, computer engineering, or software engineering"
2229,30666,I am a developer by profession,India,MySQL;SQLite,"Database administrator;Designer;Developer, front-end;Developer, full-stack;Developer, mobile",C;C++;HTML/CSS;PHP;Swift,Github;Stack Overflow for Teams,MacOS,iOS,"Computer science, computer engineering, or software engineering"
2230,30668,I am a developer by profession,India,MySQL;Redis;SQLite,"Developer, back-end",Python,Jira;Github;Gitlab,Linux-based,Arduino;Linux,"Computer science, computer engineering, or software engineering"
2231,30677,I am a developer by profession,India,MySQL,"Data scientist or machine learning specialist;Engineer, data",Java;Python;SQL,"Confluence;Jira;Github;Slack;Google Suite (Docs, Meet, etc)",Windows,Android;Windows,"Computer science, computer engineering, or software engineering"
2232,30682,I am a developer by profession,India,DynamoDB;Elasticsearch;Firebase;MongoDB;MySQL;Redis;SQLite,"Developer, back-end;Developer, front-end;Developer, full-stack",Bash/Shell/PowerShell;HTML/CSS;JavaScript;PHP;Python;SQL,"Jira;Github;Slack;Google Suite (Docs, Meet, etc)",MacOS,AWS;Docker;Heroku;Kubernetes;MacOS;WordPress,"Computer science, computer engineering, or software engineering"
2233,30685,I am a developer by profession,India,MySQL,"Developer, back-end",HTML/CSS;JavaScript;PHP,Trello,Linux-based,Linux;Windows;WordPress,"Computer science, computer engineering, or software engineering"
2234,30686,I am a developer by profession,India,Firebase;Microsoft SQL Server;MySQL;SQLite,"Designer;Developer, embedded applications or devices;Developer, front-end;Developer, mobile;Developer, QA or test;Engineer, data",C;C#;C++;Dart;HTML/CSS;Java;JavaScript;Kotlin;PHP;SQL,"Github;Gitlab;Slack;Microsoft Teams;Microsoft Azure;Google Suite (Docs, Meet, etc);Stack Overflow for Teams",MacOS,Android;Arduino;Heroku;iOS;MacOS;Microsoft Azure;Windows;WordPress,"Information systems, information technology, or system administration"
2235,30687,I am a developer by profession,India,Redis,"Data scientist or machine learning specialist;Developer, back-end;Developer, embedded applications or devices",Assembly;C;C++;Python,"Confluence;Jira;Github;Gitlab;Slack;Google Suite (Docs, Meet, etc)",Linux-based,Linux,"Computer science, computer engineering, or software engineering"
2236,30689,I am a developer by profession,India,MongoDB;MySQL,"Developer, front-end",HTML/CSS;JavaScript,"Jira;Github;Gitlab;Google Suite (Docs, Meet, etc)",Linux-based,Linux,"Information systems, information technology, or system administration"
2237,30697,"I am not primarily a developer, but I write code sometimes as part of my work",India,MySQL;Oracle,Data scientist or machine learning specialist,C;C++;Python;R,"Github;Google Suite (Docs, Meet, etc)",Windows,Android;Arduino;Raspberry Pi;Windows,"A health science (such as nursing, pharmacy, radiology, etc.)"
2238,30702,I am a developer by profession,India,Firebase;MySQL;SQLite,"Developer, mobile",C;C#;C++;Objective-C;Swift,Github,MacOS,Android;Arduino;iOS,"Computer science, computer engineering, or software engineering"
2239,30709,I am a developer by profession,India,Microsoft SQL Server,"Developer, back-end",Bash/Shell/PowerShell;C#;HTML/CSS;JavaScript;SQL,Confluence;Jira;Github;Microsoft Teams;Trello,Windows,AWS;Windows,"Information systems, information technology, or system administration"
2240,30722,I am a developer by profession,India,MongoDB;MySQL,"Developer, back-end;Developer, front-end;Developer, full-stack;Developer, game or graphics;Developer, mobile;Developer, QA or test",PHP;SQL,Github;Gitlab,Linux-based,Linux,"Computer science, computer engineering, or software engineering"
2241,30723,I am a developer by profession,India,Microsoft SQL Server;MySQL,"Developer, back-end;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack",C;C#;C++;HTML/CSS;JavaScript;PHP;SQL,Jira;Github,Linux-based,Linux;WordPress,"Computer science, computer engineering, or software engineering"
2242,30728,I am a developer by profession,India,Firebase;SQLite,"Developer, mobile",Objective-C;Swift,"Confluence;Jira;Github;Slack;Microsoft Teams;Google Suite (Docs, Meet, etc)",MacOS,iOS,"Computer science, computer engineering, or software engineering"
2243,30731,I am a developer by profession,India,Elasticsearch;MariaDB;Microsoft SQL Server;MySQL;SQLite,"Developer, desktop or enterprise applications;Developer, full-stack;DevOps specialist",Bash/Shell/PowerShell;HTML/CSS;Java;JavaScript;SQL;TypeScript,Jira;Github;Gitlab;Slack;Trello,Windows,Android;Docker;Linux;Windows,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2244,30750,I am a developer by profession,India,Firebase;MySQL,"Academic researcher;Developer, desktop or enterprise applications;Developer, embedded applications or devices;Developer, front-end;Developer, full-stack;Developer, mobile",Dart;HTML/CSS;JavaScript;PHP;TypeScript,"Jira;Github;Gitlab;Slack;Trello;Google Suite (Docs, Meet, etc)",Windows,Android;Docker;iOS;WordPress,"Computer science, computer engineering, or software engineering"
2245,30752,I am a developer by profession,India,Microsoft SQL Server;MySQL,"Developer, back-end;Developer, front-end;Developer, full-stack",HTML/CSS;JavaScript;PHP;SQL;TypeScript,Github,Windows,Linux;Windows,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
2246,30754,I am a developer by profession,India,MySQL;Oracle;Redis;SQLite,"Developer, back-end;Developer, desktop or enterprise applications;Developer, front-end;Developer, full-stack;Developer, QA or test",C;C++;HTML/CSS;Java;JavaScript;Python;SQL;TypeScript,Jira;Github;Microsoft Teams,Windows,Windows,"Another engineering discipline (such as civil, electrical, mechanical, etc.)"
